300.000000 	10.000000 
900.000000 	10.000000 
1500.000000 	10.000000 
2100.000000 	10.000000 
2700.000000 	10.000000 
3300.000000 	10.000000 
3900.000000 	10.000000 
4500.000000 	10.000000 
5100.000000 	10.000000 
5700.000000 	10.000000 
6300.000000 	10.000000 
6900.000000 	10.000000 
7500.000000 	10.000000 
8100.000000 	10.000000 
8700.000000 	10.000000 
9300.000000 	10.000000 
9900.000000 	10.000000 
10500.000000 	10.000000 
11100.000000 	10.000000 
11700.000000 	10.000000 
12300.000000 	10.000000 
12900.000000 	10.000000 
13500.000000 	10.000000 
14100.000000 	10.000000 
14700.000000 	10.000000 
15300.000000 	10.000000 
15900.000000 	10.000000 
16500.000000 	10.000000 
17100.000000 	10.000000 
17700.000000 	10.000000 
18300.000000 	10.000000 
18900.000000 	10.000000 
19500.000000 	10.000000 
20100.000000 	10.000000 
20700.000000 	10.000000 
21300.000000 	10.000000 
21900.000000 	10.000000 
22500.000000 	10.000000 
23100.000000 	10.000000 
23700.000000 	10.000000 
